w1,46.0189,1.85098,1.80601,1.15932,0.68131,0.60351,0.61126,0.28151,1.66442,0.84544,1.02533,0.000411392,0.000411392,0.000411392
2,80.9607,1.54321,0.83581,1.0025,0.75349,0.67066,0.69238,0.35189,1.54549,0.76247,0.9958,0.000819861,0.000819861,0.000819861
3,116.419,1.50527,0.77644,0.99458,0.85543,0.66753,0.71889,0.34256,1.58394,0.77622,1.00194,0.00122008,0.00122008,0.00122008
4,151.57,1.43875,0.73794,0.97808,0.75658,0.69373,0.7315,0.3684,1.46244,0.72618,0.96425,0.00121287,0.00121287,0.00121287
5,186.512,1.38488,0.69805,0.9638,0.78761,0.70694,0.74518,0.39006,1.38479,0.67084,0.95095,0.0012005,0.0012005,0.0012005
6,220.59,1.35236,0.68004,0.95594,0.86598,0.70826,0.77142,0.42198,1.35407,0.65172,0.94184,0.00118812,0.00118812,0.00118812
7,255.185,1.33854,0.65916,0.95307,0.82245,0.75681,0.78393,0.42336,1.35702,0.65918,0.93877,0.00117575,0.00117575,0.00117575
8,289.58,1.28157,0.62998,0.93592,0.85142,0.72597,0.7887,0.44096,1.33681,0.63111,0.93282,0.00116337,0.00116337,0.00116337
9,324.327,1.27363,0.63039,0.93564,0.86738,0.74768,0.79664,0.45136,1.27078,0.61731,0.9228,0.001151,0.001151,0.001151
10,358.561,1.24832,0.61714,0.9372,0.87292,0.73172,0.80195,0.44984,1.30269,0.62061,0.93252,0.00113863,0.00113863,0.00113863
11,393.036,1.21088,0.60597,0.92611,0.88389,0.77136,0.8205,0.46697,1.24004,0.58383,0.91582,0.00112625,0.00112625,0.00112625
12,427.405,1.20517,0.594,0.92322,0.89632,0.75398,0.80771,0.45892,1.23382,0.59654,0.91027,0.00111388,0.00111388,0.00111388
13,461.737,1.20516,0.5952,0.92354,0.88177,0.74618,0.82104,0.47704,1.20907,0.5745,0.90647,0.0011015,0.0011015,0.0011015
14,496.383,1.156,0.57192,0.91029,0.89562,0.76994,0.82624,0.48255,1.21154,0.56424,0.90885,0.00108913,0.00108913,0.00108913
15,531.176,1.15629,0.57368,0.91514,0.84409,0.74953,0.81056,0.4799,1.15613,0.55347,0.89784,0.00107675,0.00107675,0.00107675
16,565.81,1.16171,0.5711,0.91368,0.90025,0.76635,0.8287,0.49554,1.16499,0.54903,0.89757,0.00106437,0.00106437,0.00106437
17,600.441,1.15038,0.56764,0.91052,0.86984,0.77317,0.81959,0.48913,1.14259,0.56352,0.8899,0.001052,0.001052,0.001052
18,634.852,1.10948,0.54565,0.90138,0.88056,0.78465,0.83815,0.4958,1.13699,0.53938,0.89272,0.00103962,0.00103962,0.00103962
19,668.738,1.13912,0.55837,0.9117,0.92318,0.73909,0.84529,0.51007,1.14335,0.53502,0.8888,0.00102725,0.00102725,0.00102725
20,702.953,1.103,0.54589,0.90665,0.90129,0.78109,0.83789,0.50783,1.11455,0.53204,0.88862,0.00101488,0.00101488,0.00101488
21,737.636,1.10421,0.54129,0.90242,0.90597,0.7777,0.84526,0.50794,1.14193,0.53177,0.89293,0.0010025,0.0010025,0.0010025
22,772.036,1.09205,0.5416,0.90208,0.88494,0.78807,0.84727,0.51667,1.09166,0.51947,0.88087,0.000990125,0.000990125,0.000990125
23,806.544,1.06578,0.52546,0.89036,0.89217,0.78716,0.84604,0.51905,1.15066,0.526,0.89135,0.00097775,0.00097775,0.00097775
24,841.942,1.05313,0.5223,0.89248,0.88482,0.7924,0.85209,0.52604,1.08933,0.50843,0.88128,0.000965375,0.000965375,0.000965375
25,876.245,1.05104,0.51212,0.892,0.86894,0.79388,0.85041,0.54017,1.06696,0.49982,0.88222,0.000953,0.000953,0.000953
26,910.824,1.01789,0.50856,0.88583,0.92299,0.76522,0.84586,0.52574,1.13101,0.5141,0.8863,0.000940625,0.000940625,0.000940625
27,946.182,1.02774,0.51113,0.88464,0.89318,0.79666,0.85805,0.52906,1.09857,0.5112,0.8874,0.00092825,0.00092825,0.00092825
28,981.129,1.01167,0.50602,0.88538,0.90651,0.79862,0.86597,0.54617,1.03631,0.50026,0.87148,0.000915875,0.000915875,0.000915875
29,1015.78,1.01879,0.51362,0.88037,0.89961,0.77434,0.84437,0.50826,1.08811,0.50709,0.88743,0.0009035,0.0009035,0.0009035
30,1049.62,1.00667,0.49785,0.8834,0.87893,0.8092,0.86283,0.55429,1.02489,0.49013,0.87656,0.000891125,0.000891125,0.000891125
31,1085.1,0.98523,0.48444,0.88307,0.89432,0.82329,0.87575,0.56954,0.96805,0.47,0.8662,0.00087875,0.00087875,0.00087875
32,1120.22,0.97341,0.48759,0.88043,0.91271,0.81115,0.87582,0.56142,0.99423,0.46504,0.86982,0.000866375,0.000866375,0.000866375
33,1154.71,0.97778,0.48659,0.87888,0.93015,0.76575,0.85925,0.54174,1.02671,0.47747,0.87211,0.000854,0.000854,0.000854
34,1189.28,0.97306,0.48809,0.87874,0.91664,0.80433,0.87455,0.56508,1.00161,0.47509,0.86747,0.000841625,0.000841625,0.000841625
35,1223.84,0.95281,0.47694,0.87607,0.89407,0.80363,0.85419,0.54562,1.01966,0.47885,0.86791,0.00082925,0.00082925,0.00082925
36,1258.42,0.9317,0.47032,0.87221,0.90476,0.80589,0.87393,0.55875,1.00893,0.46745,0.86903,0.000816875,0.000816875,0.000816875
37,1292.93,0.92236,0.46531,0.86804,0.87885,0.82428,0.87257,0.55974,0.9763,0.46367,0.86511,0.0008045,0.0008045,0.0008045
38,1328.37,0.92867,0.46886,0.86933,0.89871,0.80289,0.86996,0.56203,0.98673,0.45806,0.86501,0.000792125,0.000792125,0.000792125
39,1363.56,0.91195,0.45956,0.86606,0.9061,0.80879,0.87071,0.5789,0.94611,0.4535,0.86223,0.00077975,0.00077975,0.00077975
40,1397.82,0.93127,0.46154,0.87246,0.91103,0.81143,0.87235,0.57554,0.93678,0.45642,0.86313,0.000767375,0.000767375,0.000767375
41,1432.18,0.88553,0.44688,0.86635,0.92636,0.81239,0.897,0.58821,0.9699,0.44454,0.86495,0.000755,0.000755,0.000755
42,1466.95,0.88598,0.44986,0.86273,0.9029,0.8148,0.87541,0.57404,0.97631,0.45346,0.86311,0.000742625,0.000742625,0.000742625
43,1501.37,0.89756,0.45163,0.86847,0.91496,0.81142,0.87512,0.56908,0.93848,0.44579,0.8607,0.00073025,0.00073025,0.00073025
44,1536.02,0.87788,0.44154,0.86573,0.93959,0.80121,0.88274,0.57575,0.94177,0.43757,0.86184,0.000717875,0.000717875,0.000717875
45,1570.48,0.88098,0.44292,0.86206,0.91238,0.81643,0.88856,0.58647,0.93731,0.43255,0.85982,0.0007055,0.0007055,0.0007055
46,1604.87,0.86654,0.43869,0.85597,0.89894,0.81728,0.88371,0.59002,0.94078,0.43386,0.85923,0.000693125,0.000693125,0.000693125
47,1639.44,0.84821,0.43062,0.85971,0.91105,0.82306,0.88589,0.58723,0.91509,0.42802,0.85741,0.00068075,0.00068075,0.00068075
48,1674.2,0.85277,0.43396,0.85699,0.90015,0.83065,0.888,0.60426,0.90086,0.43231,0.8526,0.000668375,0.000668375,0.000668375
49,1708.28,0.83678,0.42768,0.85694,0.93219,0.81907,0.90282,0.6061,0.92626,0.43716,0.85713,0.000656,0.000656,0.000656
50,1742.98,0.86067,0.43666,0.8593,0.91211,0.84025,0.89623,0.60473,0.89278,0.42039,0.85448,0.000643625,0.000643625,0.000643625
51,1778.25,0.8349,0.42311,0.85453,0.90463,0.83928,0.88841,0.60195,0.90472,0.42763,0.8536,0.00063125,0.00063125,0.00063125
52,1813.27,0.85072,0.43009,0.85862,0.91791,0.81831,0.88277,0.60407,0.88202,0.41778,0.85451,0.000618875,0.000618875,0.000618875
53,1847.79,0.83651,0.42392,0.85724,0.91164,0.82724,0.88912,0.59917,0.89262,0.4156,0.85373,0.0006065,0.0006065,0.0006065
54,1882.14,0.82229,0.41221,0.85649,0.92163,0.81901,0.89182,0.61249,0.86643,0.40943,0.85071,0.000594125,0.000594125,0.000594125
55,1917.16,0.8372,0.42361,0.85394,0.92131,0.82934,0.89577,0.61922,0.87404,0.41443,0.85198,0.00058175,0.00058175,0.00058175
56,1951.89,0.80798,0.41135,0.84934,0.92662,0.82832,0.89406,0.60458,0.8693,0.41469,0.85171,0.000569375,0.000569375,0.000569375
57,1986.66,0.80714,0.40771,0.84748,0.92957,0.81938,0.88891,0.60298,0.90235,0.4177,0.85362,0.000557,0.000557,0.000557
58,2021.57,0.78361,0.40141,0.8443,0.91325,0.8332,0.89628,0.61283,0.8773,0.40977,0.851,0.000544625,0.000544625,0.000544625
59,2056.56,0.80119,0.41054,0.85063,0.91257,0.85018,0.90584,0.62671,0.84532,0.40351,0.84805,0.00053225,0.00053225,0.00053225
60,2091.85,0.79586,0.40363,0.848,0.9165,0.8274,0.89038,0.6229,0.85747,0.40835,0.84983,0.000519875,0.000519875,0.000519875
61,2127.25,0.79429,0.40358,0.84908,0.92941,0.81956,0.90234,0.62763,0.86565,0.40257,0.84884,0.0005075,0.0005075,0.0005075
62,2162.5,0.79147,0.40219,0.84522,0.91577,0.82648,0.89997,0.62921,0.83914,0.40451,0.84823,0.000495125,0.000495125,0.000495125
63,2197.29,0.78175,0.39394,0.84937,0.90541,0.86387,0.90813,0.62478,0.83877,0.39975,0.84545,0.00048275,0.00048275,0.00048275
64,2231.79,0.77023,0.39053,0.83962,0.90617,0.84517,0.90555,0.63732,0.82299,0.38747,0.84433,0.000470375,0.000470375,0.000470375
65,2266.27,0.74589,0.38308,0.83999,0.93456,0.83772,0.91466,0.64588,0.81616,0.39203,0.84217,0.000458,0.000458,0.000458
66,2300.53,0.73581,0.3778,0.84099,0.94354,0.84134,0.91266,0.64215,0.81961,0.38723,0.84363,0.000445625,0.000445625,0.000445625
67,2334.59,0.73923,0.38274,0.84135,0.92752,0.85566,0.90894,0.63898,0.84302,0.39754,0.8485,0.00043325,0.00043325,0.00043325
68,2369.04,0.73956,0.38042,0.8364,0.9345,0.83068,0.90517,0.63789,0.81761,0.38443,0.84394,0.000420875,0.000420875,0.000420875
69,2403.99,0.75439,0.38514,0.84023,0.92411,0.83142,0.90072,0.63294,0.83505,0.39422,0.8445,0.0004085,0.0004085,0.0004085
70,2438.46,0.73508,0.3806,0.84162,0.93785,0.84206,0.91426,0.6428,0.79494,0.3818,0.84007,0.000396125,0.000396125,0.000396125
71,2473.99,0.73178,0.37692,0.84016,0.93823,0.85203,0.91694,0.64153,0.82176,0.38322,0.84167,0.00038375,0.00038375,0.00038375
72,2509.13,0.74208,0.38024,0.83765,0.9256,0.84307,0.91296,0.64218,0.79846,0.38438,0.84103,0.000371375,0.000371375,0.000371375
73,2543.16,0.7399,0.37962,0.83664,0.94147,0.83302,0.91685,0.64761,0.79794,0.37341,0.8398,0.000359,0.000359,0.000359
74,2577.39,0.70151,0.36655,0.83868,0.91221,0.85972,0.91388,0.64703,0.80248,0.38099,0.84353,0.000346625,0.000346625,0.000346625
75,2612.15,0.70523,0.36738,0.83309,0.91281,0.8597,0.91296,0.64583,0.7834,0.37327,0.839,0.00033425,0.00033425,0.00033425
76,2647.37,0.70469,0.3612,0.83577,0.9111,0.83996,0.90758,0.63875,0.81579,0.38071,0.84039,0.000321875,0.000321875,0.000321875
77,2682.97,0.7097,0.36614,0.83677,0.9396,0.82382,0.90915,0.65086,0.79246,0.3751,0.83765,0.0003095,0.0003095,0.0003095
78,2718.3,0.70218,0.36298,0.83273,0.91225,0.85614,0.91516,0.65527,0.77406,0.36542,0.83621,0.000297125,0.000297125,0.000297125
79,2753.06,0.67837,0.35289,0.82796,0.91011,0.85024,0.91526,0.66182,0.77095,0.36655,0.83739,0.00028475,0.00028475,0.00028475
80,2787.9,0.70548,0.364,0.83478,0.93224,0.82357,0.90297,0.64499,0.79335,0.37652,0.83694,0.000272375,0.000272375,0.000272375
81,2822.17,0.69931,0.3606,0.83173,0.91476,0.85858,0.9131,0.64444,0.78838,0.37069,0.8368,0.00026,0.00026,0.00026
82,2857.19,0.6868,0.35777,0.83262,0.92788,0.8628,0.92025,0.6554,0.77774,0.36703,0.83477,0.000247625,0.000247625,0.000247625
83,2892.22,0.68377,0.35554,0.83225,0.91388,0.84421,0.905,0.64745,0.79644,0.37139,0.83709,0.00023525,0.00023525,0.00023525
84,2927.56,0.68158,0.35253,0.83257,0.92515,0.86158,0.91891,0.65732,0.76145,0.35906,0.83254,0.000222875,0.000222875,0.000222875
85,2961.91,0.67638,0.3518,0.82982,0.92152,0.85479,0.91615,0.6564,0.75512,0.35854,0.83205,0.0002105,0.0002105,0.0002105
86,2996.57,0.67422,0.34483,0.82993,0.91969,0.86233,0.91943,0.65562,0.77093,0.36235,0.83457,0.000198125,0.000198125,0.000198125
87,3031.25,0.67242,0.34841,0.8315,0.9256,0.85492,0.91768,0.65748,0.76696,0.36017,0.83279,0.00018575,0.00018575,0.00018575
88,3065.65,0.65462,0.33927,0.82748,0.9299,0.85787,0.92248,0.66881,0.75214,0.35446,0.83062,0.000173375,0.000173375,0.000173375
89,3100.08,0.65318,0.34222,0.82941,0.91152,0.85717,0.91556,0.65827,0.77177,0.35857,0.83297,0.000161,0.000161,0.000161
90,3134.36,0.65061,0.33739,0.82396,0.93616,0.83677,0.91299,0.66629,0.75403,0.35348,0.83161,0.000148625,0.000148625,0.000148625
91,3170.93,0.70127,0.35855,0.824,0.92039,0.85841,0.91359,0.69108,0.67694,0.3339,0.82736,0.00013625,0.00013625,0.00013625
92,3205.6,0.6294,0.33135,0.81843,0.92745,0.86185,0.9147,0.6947,0.66389,0.32969,0.82516,0.000123875,0.000123875,0.000123875
93,3239.53,0.62312,0.32924,0.81588,0.92961,0.86623,0.91572,0.69099,0.66327,0.32801,0.82441,0.0001115,0.0001115,0.0001115
94,3273.8,0.60989,0.32683,0.81718,0.91888,0.86806,0.9191,0.6973,0.64733,0.32231,0.82375,9.9125e-05,9.9125e-05,9.9125e-05
95,3307.95,0.61383,0.32642,0.82059,0.92137,0.86137,0.91789,0.69672,0.6476,0.32108,0.82347,8.675e-05,8.675e-05,8.675e-05
96,3342.09,0.59887,0.32108,0.81639,0.93301,0.84593,0.91652,0.69435,0.65643,0.32432,0.82393,7.4375e-05,7.4375e-05,7.4375e-05
97,3376.36,0.59232,0.31605,0.81311,0.92587,0.86444,0.91906,0.69962,0.64707,0.32179,0.8234,6.2e-05,6.2e-05,6.2e-05
98,3410.96,0.58929,0.31635,0.81627,0.94285,0.86398,0.92315,0.7018,0.63938,0.31957,0.8223,4.9625e-05,4.9625e-05,4.9625e-05
99,3445.97,0.58399,0.31362,0.81111,0.94353,0.86402,0.92278,0.70595,0.63323,0.31586,0.82187,3.725e-05,3.725e-05,3.725e-05
100,3480.02,0.56934,0.30889,0.81245,0.9471,0.85775,0.92477,0.70731,0.63357,0.31461,0.8215,2.4875e-05,2.4875e-05,2.4875e-05
